order_id,line_no,order_datetime,order_date,day_of_week,customer_id,customer_name,customer_type,is_chain,is_key_account,province,region_zone,city_area,customer_since,is_new_customer,account_manager,channel,sku_id,product_name,product_category,unit,quantity,unit_price_thb,gross_revenue_thb,discount_thb,promo_code,cogs_thb,gross_margin_thb,gross_margin_pct,payment_terms,payment_status,delivery_status,delivery_date
ORD-0048,4,2026-05-13 07:12,2026-05-13,Wednesday,CUST-0087,Charn Restaurant,Casual Dining Restaurant,FALSE,No,Phuket,South,Phuket Town,2024-01,FALSE,Self-serve / Inside Sales,Sales Rep,SKU-0060,Pork Loin,Meat,kg,40,381,15240,0,,13600,1640,10.8,COD,Paid,Delivered,2026-05-14
ORD-0048,5,2026-05-13 07:12,2026-05-13,Wednesday,CUST-0087,Charn Restaurant,Casual Dining Restaurant,FALSE,No,Phuket,South,Phuket Town,2024-01,FALSE,Self-serve / Inside Sales,Sales Rep,SKU-0105,Peanuts (Premium),Dry Goods & Grocery,bag,50,134,6700,0,,6150,550,8.2,COD,Paid,Delivered,2026-05-14
ORD-0049,1,2026-05-17 08:42,2026-05-17,Sunday,CUST-0010,Benja Delivery Kitchen,Cloud Kitchen,TRUE,Yes,Samut Prakan,Greater Bangkok,Bang Phli,2022-03,FALSE,Kittisak Wong,Sales Rep,SKU-0020,Papaya (Grade A),Fruits,kg,21,125,2625,0,,2247,378,14.4,Net 30,Pending,Delivered,2026-05-18
ORD-0049,2,2026-05-17 08:42,2026-05-17,Sunday,CUST-0010,Benja Delivery Kitchen,Cloud Kitchen,TRUE,Yes,Samut Prakan,Greater Bangkok,Bang Phli,2022-03,FALSE,Kittisak Wong,Sales Rep,SKU-0107,Jasmine Rice 5kg (Grade A),Dry Goods & Grocery,bag,49,234,11466,0,,10045,1421,12.4,Net 30,Pending,Delivered,2026-05-18
ORD-0049,3,2026-05-17 08:42,2026-05-17,Sunday,CUST-0010,Benja Delivery Kitchen,Cloud Kitchen,TRUE,Yes,Samut Prakan,Greater Bangkok,Bang Phli,2022-03,FALSE,Kittisak Wong,Sales Rep,SKU-0067,Squid,Seafood,kg,6,462,2772,0,,2502,270,9.7,Net 30,Pending,Delivered,2026-05-18
ORD-0049,4,2026-05-17 08:42,2026-05-17,Sunday,CUST-0010,Benja Delivery Kitchen,Cloud Kitchen,TRUE,Yes,Samut Prakan,Greater Bangkok,Bang Phli,2022-03,FALSE,Kittisak Wong,Sales Rep,SKU-0018,Pineapple,Fruits,kg,7,43,301,0,,252,49,16.3,Net 30,Pending,Delivered,2026-05-18
ORD-0050,1,2026-05-16 13:40,2026-05-16,Saturday,CUST-0029,Lay Table Group,Casual Dining Restaurant,TRUE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2026-03,TRUE,Supaporn Imm,LINE,SKU-0034,Thai Basil (Premium),Herbs & Aromatics,kg,6,116,696,0,,540,156,22.4,Net 30,Pending,Delivered,2026-05-17
ORD-0050,2,2026-05-16 13:40,2026-05-16,Saturday,CUST-0029,Lay Table Group,Casual Dining Restaurant,TRUE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2026-03,TRUE,Supaporn Imm,LINE,SKU-0011,Long Bean (Local),Fresh Vegetables,kg,6,68,408,0,,318,90,22.1,Net 30,Pending,Delivered,2026-05-17
ORD-0050,3,2026-05-16 13:40,2026-05-16,Saturday,CUST-0029,Lay Table Group,Casual Dining Restaurant,TRUE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2026-03,TRUE,Supaporn Imm,LINE,SKU-0042,Thai Basil (Local),Herbs & Aromatics,kg,5,212,1060,82,PROMO12OFF,810,168,17.2,Net 30,Pending,Delivered,2026-05-17
ORD-0050,4,2026-05-16 13:40,2026-05-16,Saturday,CUST-0029,Lay Table Group,Casual Dining Restaurant,TRUE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2026-03,TRUE,Supaporn Imm,LINE,SKU-0087,Whipping Cream,Eggs & Dairy,pack,16,35,560,0,,496,64,11.4,Net 30,Pending,Delivered,2026-05-17
ORD-0050,5,2026-05-16 13:40,2026-05-16,Saturday,CUST-0029,Lay Table Group,Casual Dining Restaurant,TRUE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2026-03,TRUE,Supaporn Imm,LINE,SKU-0015,Bean Sprouts (Premium),Fresh Vegetables,kg,18,116,2088,0,,1692,396,19.0,Net 30,Pending,Delivered,2026-05-17
ORD-0050,6,2026-05-16 13:40,2026-05-16,Saturday,CUST-0029,Lay Table Group,Casual Dining Restaurant,TRUE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2026-03,TRUE,Supaporn Imm,LINE,SKU-0043,Mint,Herbs & Aromatics,kg,4,316,1264,0,,972,292,23.1,Net 30,Pending,Delivered,2026-05-17
ORD-0050,7,2026-05-16 13:40,2026-05-16,Saturday,CUST-0029,Lay Table Group,Casual Dining Restaurant,TRUE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2026-03,TRUE,Supaporn Imm,LINE,SKU-0102,Glass Noodles,Dry Goods & Grocery,bag,19,110,2090,0,,2090,0,0.0,Net 30,Pending,Delivered,2026-05-17
ORD-0050,8,2026-05-16 13:40,2026-05-16,Saturday,CUST-0029,Lay Table Group,Casual Dining Restaurant,TRUE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2026-03,TRUE,Supaporn Imm,LINE,SKU-0005,Tomato,Fresh Vegetables,kg,7,56,392,0,,315,77,19.6,Net 30,Pending,Delivered,2026-05-17
ORD-0050,9,2026-05-16 13:40,2026-05-16,Saturday,CUST-0029,Lay Table Group,Casual Dining Restaurant,TRUE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2026-03,TRUE,Supaporn Imm,LINE,SKU-0120,Oyster Sauce,Seasonings & Sauces,bottle,10,78,780,0,,650,130,16.7,Net 30,Pending,Delivered,2026-05-17
ORD-0051,1,2026-05-15 20:12,2026-05-15,Friday,CUST-0015,Royal Fast Kitchen Group (Bang Phli Branch),Quick Service Restaurant (QSR),TRUE,Yes,Samut Prakan,Greater Bangkok,Bang Phli,2023-09,FALSE,Supaporn Imm,Mobile App,SKU-0100,White Sugar,Dry Goods & Grocery,bag,5,87,435,0,,385,50,11.5,Net 30,Refunded,Returned,2026-05-16
ORD-0051,2,2026-05-15 20:12,2026-05-15,Friday,CUST-0015,Royal Fast Kitchen Group (Bang Phli Branch),Quick Service Restaurant (QSR),TRUE,Yes,Samut Prakan,Greater Bangkok,Bang Phli,2023-09,FALSE,Supaporn Imm,Mobile App,SKU-0004,Pak Choi,Fresh Vegetables,kg,26,27,702,0,,572,130,18.5,Net 30,Refunded,Returned,2026-05-16
ORD-0052,1,2026-05-16 09:24,2026-05-16,Saturday,CUST-0092,Ruen Suites,Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2023-02,FALSE,Tanawat Boon,LINE,SKU-0108,Rice Noodles,Dry Goods & Grocery,bag,40,204,8160,0,,7520,640,7.8,Net 30,Pending,Delivered,2026-05-17
ORD-0052,2,2026-05-16 09:24,2026-05-16,Saturday,CUST-0092,Ruen Suites,Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2023-02,FALSE,Tanawat Boon,LINE,SKU-0035,Mint (Local),Herbs & Aromatics,kg,2,157,314,0,,278,36,11.5,Net 30,Pending,Delivered,2026-05-17
ORD-0052,3,2026-05-16 09:24,2026-05-16,Saturday,CUST-0092,Ruen Suites,Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2023-02,FALSE,Tanawat Boon,LINE,SKU-0051,Minced Pork,Meat,kg,4,462,1848,0,,1612,236,12.8,Net 30,Pending,Delivered,2026-05-17
ORD-0052,4,2026-05-16 09:24,2026-05-16,Saturday,CUST-0092,Ruen Suites,Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2023-02,FALSE,Tanawat Boon,LINE,SKU-0124,Chili Paste,Seasonings & Sauces,bottle,24,59,1416,0,,1224,192,13.6,Net 30,Pending,Delivered,2026-05-17
ORD-0052,5,2026-05-16 09:24,2026-05-16,Saturday,CUST-0092,Ruen Suites,Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2023-02,FALSE,Tanawat Boon,LINE,SKU-0056,Beef Brisket (Premium),Meat,kg,7,214,1498,0,,1351,147,9.8,Net 30,Pending,Delivered,2026-05-17
ORD-0052,6,2026-05-16 09:24,2026-05-16,Saturday,CUST-0092,Ruen Suites,Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2023-02,FALSE,Tanawat Boon,LINE,SKU-0060,Pork Loin,Meat,kg,3,381,1143,0,,1020,123,10.8,Net 30,Pending,Delivered,2026-05-17
ORD-0052,7,2026-05-16 09:24,2026-05-16,Saturday,CUST-0092,Ruen Suites,Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2023-02,FALSE,Tanawat Boon,LINE,SKU-0049,Pork Belly,Meat,kg,5,144,720,0,,630,90,12.5,Net 30,Pending,Delivered,2026-05-17
ORD-0052,8,2026-05-16 09:24,2026-05-16,Saturday,CUST-0092,Ruen Suites,Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2023-02,FALSE,Tanawat Boon,LINE,SKU-0035,Mint (Local),Herbs & Aromatics,kg,7,172,1204,79,PROMO5OFF,973,152,13.5,Net 30,Pending,Delivered,2026-05-17
ORD-0052,9,2026-05-16 09:24,2026-05-16,Saturday,CUST-0092,Ruen Suites,Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2023-02,FALSE,Tanawat Boon,LINE,SKU-0068,Tilapia (Premium),Seafood,kg,2,233,466,48,PROMO12OFF,396,22,5.3,Net 30,Pending,Delivered,2026-05-17
ORD-0052,10,2026-05-16 09:24,2026-05-16,Saturday,CUST-0092,Ruen Suites,Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2023-02,FALSE,Tanawat Boon,LINE,SKU-0005,Tomato,Fresh Vegetables,kg,23,56,1288,0,,1035,253,19.6,Net 30,Pending,Delivered,2026-05-17
ORD-0052,11,2026-05-16 09:24,2026-05-16,Saturday,CUST-0092,Ruen Suites,Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2023-02,FALSE,Tanawat Boon,LINE,SKU-0110,White Sugar,Dry Goods & Grocery,bag,38,117,4446,0,,4066,380,8.5,Net 30,Pending,Delivered,2026-05-17
ORD-0053,1,2026-05-17 20:55,2026-05-17,Sunday,CUST-0083,Ruen Soi Eats Group,Street Food / Food Stall,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-08,FALSE,Arada Phuwadon,Web,SKU-0016,Holy Basil (Grade A),Fresh Vegetables,kg,19,91,1729,0,,1330,399,23.1,Net 30,Pending,Delivered,2026-05-18
ORD-0053,2,2026-05-17 20:55,2026-05-17,Sunday,CUST-0083,Ruen Soi Eats Group,Street Food / Food Stall,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-08,FALSE,Arada Phuwadon,Web,SKU-0032,Longan,Fruits,kg,10,152,1520,0,,1290,230,15.1,Net 30,Pending,Delivered,2026-05-18
ORD-0053,3,2026-05-17 20:55,2026-05-17,Sunday,CUST-0083,Ruen Soi Eats Group,Street Food / Food Stall,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-08,FALSE,Arada Phuwadon,Web,SKU-0049,Pork Belly,Meat,kg,29,144,4176,0,,3654,522,12.5,Net 30,Pending,Delivered,2026-05-18
ORD-0053,4,2026-05-17 20:55,2026-05-17,Sunday,CUST-0083,Ruen Soi Eats Group,Street Food / Food Stall,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-08,FALSE,Arada Phuwadon,Web,SKU-0024,Guava (Grade A),Fruits,kg,14,85,1190,0,,994,196,16.5,Net 30,Pending,Delivered,2026-05-18
ORD-0053,5,2026-05-17 20:55,2026-05-17,Sunday,CUST-0083,Ruen Soi Eats Group,Street Food / Food Stall,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-08,FALSE,Arada Phuwadon,Web,SKU-0025,Lime (Premium),Fruits,kg,8,125,1000,0,,824,176,17.6,Net 30,Pending,Delivered,2026-05-18
ORD-0053,6,2026-05-17 20:55,2026-05-17,Sunday,CUST-0083,Ruen Soi Eats Group,Street Food / Food Stall,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-08,FALSE,Arada Phuwadon,Web,SKU-0081,Chicken Eggs L (Premium),Eggs & Dairy,pack,16,114,1824,0,,1632,192,10.5,Net 30,Pending,Delivered,2026-05-18
ORD-0053,7,2026-05-17 20:55,2026-05-17,Sunday,CUST-0083,Ruen Soi Eats Group,Street Food / Food Stall,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-08,FALSE,Arada Phuwadon,Web,SKU-0012,Thai Eggplant,Fresh Vegetables,kg,27,38,1026,0,,810,216,21.1,Net 30,Pending,Delivered,2026-05-18
ORD-0053,8,2026-05-17 20:55,2026-05-17,Sunday,CUST-0083,Ruen Soi Eats Group,Street Food / Food Stall,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-08,FALSE,Arada Phuwadon,Web,SKU-0089,Chicken Eggs L (Grade A),Eggs & Dairy,pack,23,83,1909,0,,1794,115,6.0,Net 30,Pending,Delivered,2026-05-18
ORD-0053,9,2026-05-17 20:55,2026-05-17,Sunday,CUST-0083,Ruen Soi Eats Group,Street Food / Food Stall,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-08,FALSE,Arada Phuwadon,Web,SKU-0050,Pork Loin,Meat,kg,39,100,3900,255,PROMO12OFF,3510,135,3.7,Net 30,Pending,Delivered,2026-05-18
ORD-0053,10,2026-05-17 20:55,2026-05-17,Sunday,CUST-0083,Ruen Soi Eats Group,Street Food / Food Stall,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-08,FALSE,Arada Phuwadon,Web,SKU-0029,Banana Hom Thong (Grade A),Fruits,kg,24,155,3720,0,,2928,792,21.3,Net 30,Pending,Delivered,2026-05-18
ORD-0053,11,2026-05-17 20:55,2026-05-17,Sunday,CUST-0083,Ruen Soi Eats Group,Street Food / Food Stall,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-08,FALSE,Arada Phuwadon,Web,SKU-0074,Sea Bass (Grade A),Seafood,kg,14,407,5698,0,,5040,658,11.5,Net 30,Pending,Delivered,2026-05-18
ORD-0054,1,2026-05-11 12:40,2026-05-11,Monday,CUST-0124,Ruen Catering Co.,Catering,FALSE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2024-06,FALSE,Chayan Rattana,Mobile App,SKU-0059,Pork Belly (Local),Meat,kg,3,241,723,0,,627,96,13.3,Net 15,Paid,Delivered,2026-05-12
ORD-0054,2,2026-05-11 12:40,2026-05-11,Monday,CUST-0124,Ruen Catering Co.,Catering,FALSE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2024-06,FALSE,Chayan Rattana,Mobile App,SKU-0102,Glass Noodles,Dry Goods & Grocery,bag,34,123,4182,0,,3740,442,10.6,Net 15,Paid,Delivered,2026-05-12
ORD-0054,3,2026-05-11 12:40,2026-05-11,Monday,CUST-0124,Ruen Catering Co.,Catering,FALSE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2024-06,FALSE,Chayan Rattana,Mobile App,SKU-0096,Yogurt,Eggs & Dairy,pack,27,50,1350,0,,1188,162,12.0,Net 15,Paid,Delivered,2026-05-12
ORD-0054,4,2026-05-11 12:40,2026-05-11,Monday,CUST-0124,Ruen Catering Co.,Catering,FALSE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2024-06,FALSE,Chayan Rattana,Mobile App,SKU-0013,Cabbage,Fresh Vegetables,kg,24,75,1800,102,PROMO5OFF,1440,258,15.2,Net 15,Paid,Delivered,2026-05-12
ORD-0054,5,2026-05-11 12:40,2026-05-11,Monday,CUST-0124,Ruen Catering Co.,Catering,FALSE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2024-06,FALSE,Chayan Rattana,Mobile App,SKU-0127,Light Soy Sauce (Local),Seasonings & Sauces,bottle,15,107,1605,0,,1320,285,17.8,Net 15,Paid,Delivered,2026-05-12
ORD-0054,6,2026-05-11 12:40,2026-05-11,Monday,CUST-0124,Ruen Catering Co.,Catering,FALSE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2024-06,FALSE,Chayan Rattana,Mobile App,SKU-0089,Chicken Eggs L (Grade A),Eggs & Dairy,pack,16,92,1472,0,,1248,224,15.2,Net 15,Paid,Delivered,2026-05-12
ORD-0054,7,2026-05-11 12:40,2026-05-11,Monday,CUST-0124,Ruen Catering Co.,Catering,FALSE,Yes,Nakhon Ratchasima,Northeast,Pak Chong,2024-06,FALSE,Chayan Rattana,Mobile App,SKU-0005,Tomato,Fresh Vegetables,kg,24,56,1344,0,,1080,264,19.6,Net 15,Paid,Delivered,2026-05-12
ORD-0055,1,2026-05-15 20:51,2026-05-15,Friday,CUST-0065,Sukhumvit Bistro,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Bang Rak,2023-08,FALSE,Mali Charoen,Mobile App,SKU-0034,Thai Basil (Premium),Herbs & Aromatics,kg,4,116,464,0,,360,104,22.4,Net 7,Pending,Delivered,2026-05-16
ORD-0055,2,2026-05-15 20:51,2026-05-15,Friday,CUST-0065,Sukhumvit Bistro,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Bang Rak,2023-08,FALSE,Mali Charoen,Mobile App,SKU-0137,Frozen Spring Rolls (Grade A),Frozen,pack,14,222,3108,0,,2604,504,16.2,Net 7,Pending,Delivered,2026-05-16
ORD-0055,3,2026-05-15 20:51,2026-05-15,Friday,CUST-0065,Sukhumvit Bistro,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Bang Rak,2023-08,FALSE,Mali Charoen,Mobile App,SKU-0013,Cabbage,Fresh Vegetables,kg,11,75,825,0,,660,165,20.0,Net 7,Pending,Delivered,2026-05-16
ORD-0055,4,2026-05-15 20:51,2026-05-15,Friday,CUST-0065,Sukhumvit Bistro,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Bang Rak,2023-08,FALSE,Mali Charoen,Mobile App,SKU-0008,Garlic,Fresh Vegetables,kg,16,102,1632,0,,1328,304,18.6,Net 7,Pending,Delivered,2026-05-16
ORD-0055,5,2026-05-15 20:51,2026-05-15,Friday,CUST-0065,Sukhumvit Bistro,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Bang Rak,2023-08,FALSE,Mali Charoen,Mobile App,SKU-0036,Pandan Leaf (Premium),Herbs & Aromatics,kg,7,361,2527,0,,2002,525,20.8,Net 7,Pending,Delivered,2026-05-16
ORD-0055,6,2026-05-15 20:51,2026-05-15,Friday,CUST-0065,Sukhumvit Bistro,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Bang Rak,2023-08,FALSE,Mali Charoen,Mobile App,SKU-0011,Long Bean (Local),Fresh Vegetables,kg,8,68,544,0,,424,120,22.1,Net 7,Pending,Delivered,2026-05-16
ORD-0055,7,2026-05-15 20:51,2026-05-15,Friday,CUST-0065,Sukhumvit Bistro,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Bang Rak,2023-08,FALSE,Mali Charoen,Mobile App,SKU-0062,Pork Ribs (Grade A),Meat,kg,21,439,9219,965,PROMO5OFF,8190,64,0.8,Net 7,Pending,Delivered,2026-05-16
ORD-0055,8,2026-05-15 20:51,2026-05-15,Friday,CUST-0065,Sukhumvit Bistro,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Bang Rak,2023-08,FALSE,Mali Charoen,Mobile App,SKU-0017,Mango Nam Dok Mai (Grade A),Fruits,kg,10,82,820,0,,650,170,20.7,Net 7,Pending,Delivered,2026-05-16
ORD-0055,9,2026-05-15 20:51,2026-05-15,Friday,CUST-0065,Sukhumvit Bistro,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Bang Rak,2023-08,FALSE,Mali Charoen,Mobile App,SKU-0063,Chicken Breast,Meat,kg,8,308,2464,0,,2128,336,13.6,Net 7,Pending,Delivered,2026-05-16
ORD-0056,1,2026-05-15 21:37,2026-05-15,Friday,CUST-0108,Jay Hotel Group (Din Daeng Branch),Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2024-04,FALSE,Napat Srisai,LINE,SKU-0038,Krachai (Premium),Herbs & Aromatics,kg,3,384,1152,84,PROMO12OFF,927,141,13.2,Net 15,Pending,Delivered,2026-05-16
ORD-0056,2,2026-05-15 21:37,2026-05-15,Friday,CUST-0108,Jay Hotel Group (Din Daeng Branch),Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2024-04,FALSE,Napat Srisai,LINE,SKU-0057,Beef Striploin (Grade A),Meat,kg,24,379,9096,0,,8016,1080,11.9,Net 15,Pending,Delivered,2026-05-16
ORD-0056,3,2026-05-15 21:37,2026-05-15,Friday,CUST-0108,Jay Hotel Group (Din Daeng Branch),Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2024-04,FALSE,Napat Srisai,LINE,SKU-0101,Palm Oil (Local),Dry Goods & Grocery,bag,22,121,2662,0,,2464,198,7.4,Net 15,Pending,Delivered,2026-05-16
ORD-0056,4,2026-05-15 21:37,2026-05-15,Friday,CUST-0108,Jay Hotel Group (Din Daeng Branch),Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2024-04,FALSE,Napat Srisai,LINE,SKU-0055,Chicken Thigh (Premium),Meat,kg,38,474,18012,0,,15884,2128,11.8,Net 15,Pending,Delivered,2026-05-16
ORD-0056,5,2026-05-15 21:37,2026-05-15,Friday,CUST-0108,Jay Hotel Group (Din Daeng Branch),Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2024-04,FALSE,Napat Srisai,LINE,SKU-0048,Lemongrass,Herbs & Aromatics,kg,1,100,100,10,PROMO8OFF,87,3,3.3,Net 15,Pending,Delivered,2026-05-16
ORD-0056,6,2026-05-15 21:37,2026-05-15,Friday,CUST-0108,Jay Hotel Group (Din Daeng Branch),Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2024-04,FALSE,Napat Srisai,LINE,SKU-0051,Minced Pork,Meat,kg,25,430,10750,0,,10075,675,6.3,Net 15,Pending,Delivered,2026-05-16
ORD-0056,7,2026-05-15 21:37,2026-05-15,Friday,CUST-0108,Jay Hotel Group (Din Daeng Branch),Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2024-04,FALSE,Napat Srisai,LINE,SKU-0041,Kaffir Lime Leaves (Grade A),Herbs & Aromatics,kg,2,174,348,0,,280,68,19.5,Net 15,Pending,Delivered,2026-05-16
ORD-0056,8,2026-05-15 21:37,2026-05-15,Friday,CUST-0108,Jay Hotel Group (Din Daeng Branch),Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2024-04,FALSE,Napat Srisai,LINE,SKU-0111,Palm Oil (Grade A),Dry Goods & Grocery,bag,33,202,6666,0,,5841,825,12.4,Net 15,Pending,Delivered,2026-05-16
ORD-0056,9,2026-05-15 21:37,2026-05-15,Friday,CUST-0108,Jay Hotel Group (Din Daeng Branch),Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2024-04,FALSE,Napat Srisai,LINE,SKU-0009,Coriander,Fresh Vegetables,kg,9,30,270,0,,207,63,23.3,Net 15,Pending,Delivered,2026-05-16
ORD-0056,10,2026-05-15 21:37,2026-05-15,Friday,CUST-0108,Jay Hotel Group (Din Daeng Branch),Hotel,TRUE,Yes,Bangkok,Greater Bangkok,Din Daeng,2024-04,FALSE,Napat Srisai,LINE,SKU-0063,Chicken Breast,Meat,kg,10,308,3080,0,,2660,420,13.6,Net 15,Pending,Delivered,2026-05-16
ORD-0057,1,2026-05-11 07:12,2026-05-11,Monday,CUST-0082,Issaya Grill,Casual Dining Restaurant,FALSE,No,Phuket,South,Patong,2023-01,FALSE,Tanawat Boon,Mobile App,SKU-0118,Chili Paste (Grade A),Seasonings & Sauces,bottle,19,69,1311,0,,1083,228,17.4,Prepaid,Paid,Delivered,2026-05-12
ORD-0057,2,2026-05-11 07:12,2026-05-11,Monday,CUST-0082,Issaya Grill,Casual Dining Restaurant,FALSE,No,Phuket,South,Patong,2023-01,FALSE,Tanawat Boon,Mobile App,SKU-0002,Morning Glory,Fresh Vegetables,kg,3,32,96,0,,78,18,18.8,Prepaid,Paid,Delivered,2026-05-12
ORD-0057,3,2026-05-11 07:12,2026-05-11,Monday,CUST-0082,Issaya Grill,Casual Dining Restaurant,FALSE,No,Phuket,South,Patong,2023-01,FALSE,Tanawat Boon,Mobile App,SKU-0067,Squid,Seafood,kg,9,442,3978,0,,3753,225,5.7,Prepaid,Paid,Delivered,2026-05-12
ORD-0057,4,2026-05-11 07:12,2026-05-11,Monday,CUST-0082,Issaya Grill,Casual Dining Restaurant,FALSE,No,Phuket,South,Patong,2023-01,FALSE,Tanawat Boon,Mobile App,SKU-0144,Frozen Roti (Premium),Frozen,pack,15,297,4455,0,,3810,645,14.5,Prepaid,Paid,Delivered,2026-05-12
ORD-0057,5,2026-05-11 07:12,2026-05-11,Monday,CUST-0082,Issaya Grill,Casual Dining Restaurant,FALSE,No,Phuket,South,Patong,2023-01,FALSE,Tanawat Boon,Mobile App,SKU-0029,Banana Hom Thong (Grade A),Fruits,kg,5,143,715,0,,610,105,14.7,Prepaid,Paid,Delivered,2026-05-12
ORD-0057,6,2026-05-11 07:12,2026-05-11,Monday,CUST-0082,Issaya Grill,Casual Dining Restaurant,FALSE,No,Phuket,South,Patong,2023-01,FALSE,Tanawat Boon,Mobile App,SKU-0072,Tuna Loin (Grade A),Seafood,kg,18,212,3816,256,PROMO10OFF,3258,302,8.5,Prepaid,Paid,Delivered,2026-05-12
ORD-0057,7,2026-05-11 07:12,2026-05-11,Monday,CUST-0082,Issaya Grill,Casual Dining Restaurant,FALSE,No,Phuket,South,Patong,2023-01,FALSE,Tanawat Boon,Mobile App,SKU-0138,Frozen Dumplings,Frozen,pack,3,140,420,0,,354,66,15.7,Prepaid,Paid,Delivered,2026-05-12
ORD-0057,8,2026-05-11 07:12,2026-05-11,Monday,CUST-0082,Issaya Grill,Casual Dining Restaurant,FALSE,No,Phuket,South,Patong,2023-01,FALSE,Tanawat Boon,Mobile App,SKU-0015,Bean Sprouts (Premium),Fresh Vegetables,kg,11,116,1276,0,,1034,242,19.0,Prepaid,Paid,Delivered,2026-05-12
ORD-0057,9,2026-05-11 07:12,2026-05-11,Monday,CUST-0082,Issaya Grill,Casual Dining Restaurant,FALSE,No,Phuket,South,Patong,2023-01,FALSE,Tanawat Boon,Mobile App,SKU-0055,Chicken Thigh (Premium),Meat,kg,14,448,6272,0,,5852,420,6.7,Prepaid,Paid,Delivered,2026-05-12
ORD-0057,10,2026-05-11 07:12,2026-05-11,Monday,CUST-0082,Issaya Grill,Casual Dining Restaurant,FALSE,No,Phuket,South,Patong,2023-01,FALSE,Tanawat Boon,Mobile App,SKU-0050,Pork Loin,Meat,kg,8,100,800,0,,720,80,10.0,Prepaid,Paid,Delivered,2026-05-12
ORD-0057,11,2026-05-11 07:12,2026-05-11,Monday,CUST-0082,Issaya Grill,Casual Dining Restaurant,FALSE,No,Phuket,South,Patong,2023-01,FALSE,Tanawat Boon,Mobile App,SKU-0060,Pork Loin,Meat,kg,13,381,4953,0,,4420,533,10.8,Prepaid,Paid,Delivered,2026-05-12
